Model,Metric,Mean,Std,Min,Max,CI_Lower,CI_Upper
SVM,accuracy,0.9653818764465016,0.00662100864349405,0.9536585365853658,0.9780487804878049,0.9524046995052533,0.97835905338775
SVM,precision,0.9241325181413542,0.017692771233674225,0.8905109489051095,0.9538461538461539,0.8894546865233527,0.9588103497593558
SVM,recall,0.9676102987126608,0.005560544255401293,0.9603174603174603,0.9763779527559056,0.9567116319720743,0.9785089654532473
SVM,f1,0.9452843414668838,0.010044788057907572,0.9277566539923955,0.9649805447470817,0.9255965568733849,0.9649721260603826
SVM,roc_auc,0.9917665487342375,0.002308289647052586,0.9890174379611,0.9955204362705545,0.9872423010260145,0.9962907964424605
